Activity Master: Activity Master Number	Activity Master: ID	Zone	Activity Code	Activity Name	Activity Name (Arabic)	Status	Minimum Share Capital	License Type	License Type (Arabic)	Is Not Allowed for Coworking(ESR)	RAKEZ HSE Risk Classification	Compliance Risk Rating -RR	Is Special	Activity Price	Activity Group	Activity Group (Arabic)	GICS Business Sector	GICS Subsector	Segment Name English	Segment Name Arabic	Description	Description (Arabic)	Qualification Requirement	Documents Required
AM-05279	a0v580000018MiB	Freezone	261004	Fibre Glass Products Manufacturing	صناعة منتجات الالياف الزجاجية	Active	150,000	Industrial	صناعية	-	Low		Standard		Glass industries	صناعة الزجاج	Materials	Construction Materials			Includes forming of fiberglass from its primary substances and making different products, such as pipes, tubes and fittings, water tanks, exterior decorations, doors, and nets used to cover water-insulated ceilings ( boats manufacturing is under activity no. 3512-02) .	يشمل تشكيل مواد الألياف الزجاجية (الفايبر جلاس) من خاماتها الأولية، وصناعة منتجاتها المختلفة كالأنابيب والمواسير ولوازم تركيبها، وكذلك خزانات المياه، والديكورات الخارجية، والأسقف المستعارة والشباك المستخدمة في تغطية الأسطح المعزولة عن المياه.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-05591	a0v580000018MnD	Freezone	514319	Fibre Glass Products Trading	تجارة منتجات الالياف الزجاحية	Active		Commercial	تجارية	-	Low		Standard		Building materials trading	تجارة مواد البناء	Industrials	Trading Companies & Distributors			Includes reselling fiberglass decorations, tubes, tanks, as well as raw fiberglass for manufacturing various products.	هي إعادة بيع الأدوات والمستلزمات المصنوعة من الألياف الزجاجية (الفايبر جلاس) كالديكورات والأنابيب والخزانات، كما يشمل ذلك إعادة بيع المادة الخام نفسها التي تستخدم في صناعة المنتجات المتنوعة من الألياف الزجاجية.		
AM-05593	a0v580000018MnF	Freezone	519011	Fibre Optic Products & Requisites Trading	تجارة منتجات الالياف البصرية وملحقاتها ولوازمها	Active		Commercial	تجارية	-	Low		Standard		Non-specialized wholesale trade	تجارة الجملة غير المتخصصة	Information Technology	Technology Hardware & Equipment			Includes reselling of wires and cables made of fiber optics for different uses, as well as related connectors, sockets, feeding points, control and distribution panels..... etc.	هي إعادة بيع الأسلاك والكابلات المصنوعة من الألياف البصرية للأغراض المختلفة كما يشمل إعادة بيع ملحقاتها ولوازمها من التوصيلات والمقابس ونقاط التغذية وصناديق التحكم والتوزيع وغيرها من الأجهزة والمستلزمات والمحلقات المتعلقة بها.		
AM-05282	a0v580000018MiE	Freezone	210205	Files & Box Files Manufacturing	صناعة وسائل حفظ الاوراق	Active	150,000	Industrial	صناعية	-	Medium		Standard		Manufacturing of paper and paper products	صناعة الورق ومشتقاته	Industrials	Commercial Services & Supplies			Includes the manufacture of paper filing requisites such as files and box files where documents and official papers are kept, whether such requisites made of paper, carton or plastic. This also includes printing and manufacturing of paper files.	يشمل صناعة وسائل حفظ الاوراق كالأضابير والملفات وعلب حفظ المستندات والوثائق الرسمية سواء أكانت مصنوعة من الورق أو الكرتون أو البلاستيك، كما يشمل طباعة وتصنيع حوافظ الاوراق (الليفلت).		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-06817	a0v5800000dp8E2	Freezone	100075	Film / TV / Radio Music Production	إنتاج الأفلام السينمائية/التليفزيون/الراديو/ الموسيقى	Active	50,000	Media	اعلام	-	Low		Standard		Music and Entertainment	الموسيقى والترفيه	Communication Services	Media			Film / TV / Radio Music Production	إنتاج الأفلام السينمائية/التليفزيون/الراديو/ الموسيقى		Media Brief Form
AM-05596	a0v580000018MnI	Freezone	513909	Films & Photography Materials Trading	تجارة افلام ومواد التصوير الفوتوغرافي	Active		Commercial	تجارية	-	Medium		Standard		studio - trade license	استوديو تجاري	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling photographic materials like films, discs, chips and others.	هي إعادة بيع المواد المستخدمة في التصوير الفوتوغرافي (الشمسي) كالأفلام (الشرائط الحساسة للضوء) والأقراص والرقائق وغيرها من المواد.		
AM-09090	a0v4K0000026Uaw	Freezone	RAKEZ9001011	Filter Rods Manufacturing	صناعة فلتر السجائر	Active	150,000	Industrial	صناعية	-	Low		Standard		tobacco products manufacturing	صناعة منتجات التبغ	Consumer Staples	Tobacco & E-Vapor Products						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09111	a0v4K000000GYlc	Freezone	RAKEZ90010-11	Filter Rods Trading	تجارة فلتر السجائر	Active		Commercial	تجارية	-	Low		Standard		Wholesale of food, beverages and tobacco	بيع الأغذية والمشروبات والتبغ بالجملة	Consumer Staples	Consumer Staples Distribution & Retail						
AM-05597	a0v580000018MnJ	Freezone	513918	Filters & Purification Devices Trading	تجارة اجهزة التنقية والتصفية	Active		Commercial	تجارية	-	Low		Standard		Wholesale of machinery, equipment and supplies	بيع الآلات والمعدات واللوازم بالجملة	Consumer Discretionary	Consumer Discretionary Distribution & Retail			Includes reselling of filters and air purifiers of air smokes, gases and dust, also, strainers and filters to remove particles and salts from water or other liquids, industrial filtering equipment are classified under activity number 5150-16	هي إعادة بيع الأجهزة المستخدمة في الأبنية السكنية والمنازل بغرض تنقية الهواء من الأدخنة والغازات والغبار أو في تصفية المياه أو غيرها من السوائل وتنقيتها من الشوائب والأملاح كالمراشح والمصفيات (الفلاتر) وغيرها ولوازمها وقطع غيارها، أما المعدات المركزية أو التي تستخدم للأغراض الصناعية فقد صنفت في الفصل 5150.		
AM-04934	a0v580000018Mcc	Freezone	921409	Fine Arts Consultancies	استشارات الفنون الجميلة	Active		Services	خدمية	-	Low		Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Industrials	Professional Services			Includes firms which provide consultancy and advisory services on the investment, collection, storing and restoration of original art works, as well as services related to the coordination and curating of fine arts exhibitions, festivals and events. Also includes promotional activities for these works such as advertising, public relations and events through a licensed media provider.	يشمل المنشآت المتخصصة في تقديم خدمات الإستشارات حول الاستثمار والاقتناء وتخزين وترميم الأعمال الفنية الأصلية بالإضافة إلى الخدمات المتعلقة بتنسيق وإدارة وتقييم معارض الفنون الجميلة والمهرجانات والفعاليات، ويشمل النشاطات الترويجية لتلك الأعمال مثل الإعلانات والعلاقات العامة والفعاليات على أن تتم عن طريق شركات إعلان مرخصة.		
