Activity Master: Activity Master Number,Activity Master: ID,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating -RR,Is Special,Activity Price,Activity Group,Activity Group (Arabic),GICS Business Sector,GICS Subsector,Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-01854,a0v580000018Low,Freezone,7430-06,Aerial Advertising Services,خدمات الإعلان بالطائرات,Active,,Services,خدمية,-,Low,,Standard,,Advertising,الدعايه و الاعلان,Communication Services,Media,,,"Includes artworks, pictures, multiple word messages designed on banners flown by airplane in short trips at altitudes and routes permitted by the authorities in charge of air traffic. Airplanes must meet the safety requirements set by the concerned authorities. No firm can practice this activity prior to obtaining the required approvals from the general aviation Authorities and Civil Aviation Department.","يشمل تصميم الإعلانات التجارية وغيرها وإنتاجها على شكل صور أو عبارات مكتوبة ليتم سحبها خلف الطائرات الخفيفة في رحلات قصيرة على إرتفاعات ومسارات وأماكن تحددها الهيئات والسلطات المختصة بتنظيم الحركة الجوية, ويشترط أن تخضع الطائرات لمواصفات السلامة التي تقررها تلك الهيئات, كما يشترط في المنشآت التي تمارس هذا النشاط الحصول على موافقة الهيئة العامة للطيران المدني ودائرة الطيران المدني.",,"Department of Civil Aviation, Business Plan. Activity Not Allowed for Flexi Units."
AM-03568,a0v580000018MGa,Freezone,242406,Agarwood & Incense Manufacturing,صناعة العود والبخور والطيب,Active,"150,000",Industrial,صناعية,-,Medium,,Standard,,Manufacturing of chemicals,صناعة الكيماويات,Consumer Staples,Household & Personal Products,,,"Includes manufacturing agarwood, oriental perfumes and incense.",هي صناعة أنواع الطيب والعطور الشرقية وكذلك البخور والعود بأنواعه.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority, RAK Municipality-Public Health Department"
AM-01868,a0v580000018LpA,Freezone,513959,Agarwood & Incense Trading,تجارة العود والبخور والطيب,Active,,Commercial,تجارية,-,Medium,,Standard,,Ready made garments qroup,مجموعة الملابس الجاهزة,Consumer Staples,Consumer Staples Distribution & Retail,,,"Includes reselling agarwood, oriental perfumes, various types of incense, as well as bottles, empty boxes, vaporizers...etc.",هي إعادة بيع أنواع الطيب والعطور الشرقية وكذلك البخور والعود بأنواعه، كما يشمل إعادة بيع غير ذلك من اللوازم كالزجاجات والعلب الفارغة ومباخر رش العطور وغيرها.,,
AM-07213,a0v4H00000fYcUN,Non-Freezone,2023009,Agarwood and Incense Manufacturing,صناعة وتعبئة العود والبخور,Active,"150,000",Industrial,صناعية,-,Medium,,Standard,,Chemical industry,صناعة الكيماويات,Consumer Staples,Household & Personal Products,Chemical industry,صناعة الكيماويات,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority, RAK Municipality-Public Health Department"
AM-07466,a0v4H00000fYcYS,Non-Freezone,4610003,Agents by Commission,وكلاء بالعمولة,Active,,Commercial,تجارية,-,Low,,Standard,,Regional liaison office,مكتب ارتباط اقليمي,,,Representative office,مكتب تمثيل,"Include the Service installations, which is acting as a mediator between the customer services and public facilities in the areas of road transport or air or sea where the dealer will conclude contracts on his behalf in favor of the customer or dealer in return for payment of Mali",يشمل المنشأت الخدمية التي تعمل كوسيط خدمات بين العملاء وبين المنشأت العامة في مجالات النقل البري أو الجوي أو البحري حيث يقوم الوكيل بابرام العقود باسمه لصالح العميل أو الوكيل وذلك مقابل اجر مالي,,
AM-08534,a0v4H00000g5mcR,Non-Freezone,5229006,Agent Services ships and tankers,وكلاء خدمات السفن والبواخر والناقلات,Active,,Professional,مهنية,-,Low,,Standard,,Ship services,خدمات السفن,,,Ship services,خدمات السفن,,,,
AM-08114,a0v4H00000fYciu,Non-Freezone,6910006,Agents titling,وكلاء تسجيل ملكية,Active,,Professional,مهنية,-,Low,,Standard,,Legal services,الخدمات القانونية,,,Legal services,الخدمات القانونية,,,,
AM-01855,a0v580000018Lox,Freezone,5149-02,Agricultural & Veterinary Pesticides Trading,تجارة مبيدات الآفات الزراعية والبيطرية,Active,,Commercial,تجارية,-,Medium,,Standard,,Agricultural,الزراعة,Industrials,Trading Companies & Distributors,,,"Includes reselling materials intended for protection against and extermination and control of agricultural pests, including disease carriers affecting animals and plants. Pests are meant to be any plant or creature harmful or destructive, such as insects, spiders, nematodes, bacteria, fungal, moss, plant viruses, harmful weeds, parasitic plants, harmful birds, rodents, also, products plant growth controllers and crop protection.","هي إعادة بيع المواد التي يكون الغرض منها الوقاية من الآفات الزراعية أو القضاء عليها أو مكافحتها بما في ذلك ناقلات الأمراض لأنواع النبات أو الحيوان, ويقصد بالآفات كل حيوان أو نبات أو كائن حي ضار أو مدمر مثل الحشرات والعناكب والنيماتودا والبكتريا والفطريات والطحالب والفيروسات النباتية والحشائش الضارة والنباتات الطفيلية والطيور الضارة والقوارض وماإليها, ويشمل ذلك المواد المستخدمة لتنظيم نمو النبات أو وقاية المحاصيل.",,For Warehouse & Land: Ministry of Climate Change and Environment
AM-07677,a0v4H00000fYcbr,Non-Freezone,2821001,Agricultural and Forestry Tractors Manufacturing,صناعة جرارات الزراعة والحراجة,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Equipment and Machinery industry,صناعة الآلات والأجهزة,,,Equipment and Machinery industry,صناعة الآلات والأجهزة,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-07698,a0v4H00000fYccC,Non-Freezone,2825102,Agricultural Dryers Manufacturing,صناعة ألات التجفيف الزراعية,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,Agricultural equipment industry,صناعة المعدات الزراعية,,,Agricultural equipment industry,صناعة المعدات الزراعية,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-06522,a0v58000002w77r,Freezone,64990-03,"Agricultural Enterprises Investment, Institution and Management",الاستثمار في المشروعات الزراعية و تأسيسها و ادارتها,Active,,Commercial,تجارية,ESR,Low,,Standard,,Investment,الإستثمار,Financials,Investment Companies,Investment,الإستثمار,"Includes firms and holding companies formed in order to invest their funds or create the necessary investments for the establishment of subsidiary projects, which carry out agricultural activities and other subsidiary activities, such as land reclamation, establishment of agricultural projects, cattle, sheep and chicken farms, as well as the marketing of agricultural crops and investment in fish and sea animal resources. This also includes the management of such subsidiary companies and the organization of their affairs.","يشمل المؤسسات والشركات القابضة (المهيمنة) التي تؤسس بغرض إستثمار أموالها أو توفير الإستثمارات   المالية اللازمة لتأسيس المشروعات التابعة والتي تزاول الأنشطة الزراعية وغيرها من الأنشطة التابعة لها ومن ذلك إستصلاح الأراضي وإنشاء المشروعات   الزراعية ومزارع تربية الماشية والأغنام والدواجن وتسويق المحاصيل الزراعية والإستثمار في إستغلال  الثروات السمكية والبحرية, كما يشمل نشاط هذه   المؤسسات إدارة مؤسساتها التابعة وتنظيم شؤونها.",,"Business Plan to be Reviewed and Approved by Sales Director Proof of Funds proving that the investable / liquid assets exceeds 500k US Dollars (Can be either a bank confirmation letter, or an auditor or lawyer confirmation letter, and the letter should be current dated within last 60 days.'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
